Local time,Open,High,Low,Close,Volume
05.03.2022 22:19:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:20:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:21:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:22:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:23:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:24:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:25:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:26:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:27:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:28:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:29:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:30:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:31:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:32:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:33:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:34:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:35:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:36:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:37:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:38:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:39:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:40:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:41:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:42:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:43:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:44:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:45:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:46:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:47:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:48:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:49:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:50:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:51:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:52:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:53:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:54:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:55:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:56:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:57:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:58:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 22:59:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:00:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:01:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:02:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:03:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:04:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:05:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:06:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:07:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:08:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:09:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:10:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:11:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:12:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:13:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:14:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:15:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:16:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:17:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:18:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:19:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:20:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:21:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:22:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:23:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:24:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:25:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:26:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:27:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:28:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:29:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:30:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:31:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:32:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:33:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:34:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:35:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:36:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:37:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:38:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:39:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:40:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:41:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:42:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:43:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:44:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:45:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:46:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:47:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:48:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:49:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:50:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:51:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:52:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:53:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:54:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:55:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:56:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:57:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:58:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
05.03.2022 23:59:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:00:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:01:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:02:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:03:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:04:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:05:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:06:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:07:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:08:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:09:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:10:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:11:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:12:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:13:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:14:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:15:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:16:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:17:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:18:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:19:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:20:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:21:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:22:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:23:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:24:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:25:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:26:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:27:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:28:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:29:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:30:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:31:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:32:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:33:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:34:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:35:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:36:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:37:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:38:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:39:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:40:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:41:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:42:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:43:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:44:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:45:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:46:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:47:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:48:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:49:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:50:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:51:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:52:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:53:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:54:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:55:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:56:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:57:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:58:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 00:59:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:00:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:01:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:02:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:03:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:04:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:05:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:06:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:07:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:08:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:09:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:10:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:11:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:12:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:13:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:14:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:15:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:16:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:17:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:18:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:19:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:20:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:21:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:22:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:23:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:24:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:25:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:26:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:27:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:28:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:29:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:30:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:31:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:32:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:33:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:34:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:35:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:36:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:37:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:38:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:39:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:40:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:41:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:42:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:43:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:44:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:45:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:46:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:47:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:48:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:49:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:50:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:51:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:52:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:53:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:54:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:55:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:56:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:57:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:58:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 01:59:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:00:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:01:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:02:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:03:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:04:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:05:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:06:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:07:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:08:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:09:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:10:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:11:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:12:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:13:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:14:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:15:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:16:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:17:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:18:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:19:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:20:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:21:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:22:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:23:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:24:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:25:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:26:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:27:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:28:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:29:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:30:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:31:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:32:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:33:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:34:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:35:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:36:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:37:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:38:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:39:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:40:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:41:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:42:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:43:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:44:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:45:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:46:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:47:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:48:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:49:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:50:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:51:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:52:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:53:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:54:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:55:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:56:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:57:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:58:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 02:59:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:00:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:01:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:02:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:03:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:04:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:05:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:06:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:07:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:08:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:09:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:10:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:11:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:12:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:13:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:14:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:15:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:16:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:17:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:18:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:19:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:20:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:21:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:22:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:23:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:24:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:25:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:26:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:27:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:28:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:29:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:30:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:31:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:32:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:33:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:34:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
06.03.2022 03:35:00.000 GMT+0100,1969.848,1969.848,1969.848,1969.848,0
