Local time,Open,High,Low,Close,Volume
23.03.2022 01:15:00.000 GMT+0100,1919.408,1919.848,1919.408,1919.623,20309.9996
23.03.2022 01:16:00.000 GMT+0100,1919.648,1919.683,1919.173,1919.203,17190
23.03.2022 01:17:00.000 GMT+0100,1919.183,1919.313,1918.858,1919.223,19449.9996
23.03.2022 01:18:00.000 GMT+0100,1919.233,1919.413,1919.173,1919.383,7840.0001
23.03.2022 01:19:00.000 GMT+0100,1919.423,1919.583,1919.283,1919.283,7559.9998
23.03.2022 01:20:00.000 GMT+0100,1919.243,1919.573,1919.203,1919.203,9530.0004
23.03.2022 01:21:00.000 GMT+0100,1919.233,1919.233,1918.888,1918.983,8550.0004
23.03.2022 01:22:00.000 GMT+0100,1919.013,1919.028,1918.238,1918.308,17710.0003
23.03.2022 01:23:00.000 GMT+0100,1918.438,1918.458,1917.339,1917.708,44070.0017
23.03.2022 01:24:00.000 GMT+0100,1917.748,1918.058,1917.648,1917.908,23299.9995
23.03.2022 01:25:00.000 GMT+0100,1917.858,1917.908,1917.438,1917.488,22029.9996
23.03.2022 01:26:00.000 GMT+0100,1917.478,1917.918,1917.428,1917.468,45680.0014
23.03.2022 01:27:00.000 GMT+0100,1917.478,1917.943,1917.478,1917.908,42739.9985
23.03.2022 01:28:00.000 GMT+0100,1917.898,1917.938,1917.523,1917.798,17689.9992
23.03.2022 01:29:00.000 GMT+0100,1917.838,1917.888,1917.645,1917.645,20880.0007
23.03.2022 01:30:00.000 GMT+0100,1917.598,1918.248,1917.433,1918.068,33470.0011
23.03.2022 01:31:00.000 GMT+0100,1918.128,1918.608,1917.998,1918.448,38839.9996
23.03.2022 01:32:00.000 GMT+0100,1918.458,1918.688,1918.379,1918.653,27510.0004
23.03.2022 01:33:00.000 GMT+0100,1918.673,1918.753,1917.998,1918.133,24529.9991
23.03.2022 01:34:00.000 GMT+0100,1918.143,1918.148,1917.529,1917.709,26909.9995
23.03.2022 01:35:00.000 GMT+0100,1917.738,1917.748,1917.379,1917.503,25869.9991
23.03.2022 01:36:00.000 GMT+0100,1917.473,1917.493,1917.168,1917.463,8399.9997
23.03.2022 01:37:00.000 GMT+0100,1917.503,1917.503,1917.088,1917.193,11819.9997
23.03.2022 01:38:00.000 GMT+0100,1917.203,1917.433,1917.038,1917.098,25510.0001
23.03.2022 01:39:00.000 GMT+0100,1917.238,1917.378,1916.573,1916.638,37620.0005
23.03.2022 01:40:00.000 GMT+0100,1916.743,1916.808,1916.429,1916.453,30540.0006
23.03.2022 01:41:00.000 GMT+0100,1916.453,1916.608,1916.258,1916.278,24229.9996
23.03.2022 01:42:00.000 GMT+0100,1916.278,1916.573,1916.189,1916.338,29009.9997
23.03.2022 01:43:00.000 GMT+0100,1916.329,1916.503,1916.199,1916.423,16519.9991
23.03.2022 01:44:00.000 GMT+0100,1916.463,1916.493,1915.753,1915.853,15909.9996
23.03.2022 01:45:00.000 GMT+0100,1915.853,1916.453,1915.753,1915.953,23520.0003
23.03.2022 01:46:00.000 GMT+0100,1915.953,1915.993,1915.753,1915.913,14320.0001
23.03.2022 01:47:00.000 GMT+0100,1915.923,1916.048,1915.533,1915.703,20050.0004
23.03.2022 01:48:00.000 GMT+0100,1915.813,1915.813,1915.453,1915.453,15139.9998
23.03.2022 01:49:00.000 GMT+0100,1915.458,1915.998,1915.458,1915.978,11749.9996
23.03.2022 01:50:00.000 GMT+0100,1915.968,1916.488,1915.909,1916.169,49899.9991
23.03.2022 01:51:00.000 GMT+0100,1916.169,1916.548,1915.939,1916.043,50579.9986
23.03.2022 01:52:00.000 GMT+0100,1916.133,1917.358,1916.088,1916.978,36570.0014
23.03.2022 01:53:00.000 GMT+0100,1916.978,1917.558,1916.978,1917.558,18360.0001
23.03.2022 01:54:00.000 GMT+0100,1917.638,1917.888,1917.378,1917.398,22679.9995
23.03.2022 01:55:00.000 GMT+0100,1917.368,1917.738,1917.358,1917.598,14879.9997
23.03.2022 01:56:00.000 GMT+0100,1917.528,1917.728,1917.328,1917.368,17939.9997
23.03.2022 01:57:00.000 GMT+0100,1917.368,1917.938,1917.328,1917.778,19659.9998
23.03.2022 01:58:00.000 GMT+0100,1917.828,1917.828,1917.228,1917.618,20549.9995
23.03.2022 01:59:00.000 GMT+0100,1917.618,1917.888,1917.578,1917.758,17599.9999
23.03.2022 02:00:00.000 GMT+0100,1917.768,1918.448,1916.938,1918.448,39289.9998
23.03.2022 02:01:00.000 GMT+0100,1918.498,1920.318,1918.318,1919.888,57739.9991
23.03.2022 02:02:00.000 GMT+0100,1919.878,1920.018,1919.588,1919.988,58660.0006
23.03.2022 02:03:00.000 GMT+0100,1919.949,1921.558,1919.858,1920.688,85680.0005
23.03.2022 02:04:00.000 GMT+0100,1920.653,1921.098,1919.868,1919.878,52939.9998
23.03.2022 02:05:00.000 GMT+0100,1919.888,1919.953,1919.249,1919.373,54779.999
23.03.2022 02:06:00.000 GMT+0100,1919.458,1919.818,1919.448,1919.598,46440.0016
23.03.2022 02:07:00.000 GMT+0100,1919.598,1919.873,1919.198,1919.293,36979.9994
23.03.2022 02:08:00.000 GMT+0100,1919.273,1919.353,1918.788,1919.058,30409.9992
23.03.2022 02:09:00.000 GMT+0100,1919.053,1919.088,1918.389,1918.578,22609.9994
23.03.2022 02:10:00.000 GMT+0100,1918.578,1918.998,1918.488,1918.688,27720.0006
23.03.2022 02:11:00.000 GMT+0100,1918.688,1918.808,1918.278,1918.388,28880.0001
23.03.2022 02:12:00.000 GMT+0100,1918.408,1918.758,1918.408,1918.678,15879.9998
23.03.2022 02:13:00.000 GMT+0100,1918.678,1919.078,1918.658,1918.953,12830.0004
23.03.2022 02:14:00.000 GMT+0100,1918.919,1919.008,1918.848,1918.853,12950.0004
23.03.2022 02:15:00.000 GMT+0100,1918.848,1918.938,1918.739,1918.739,26610.0001
23.03.2022 02:16:00.000 GMT+0100,1918.753,1918.753,1918.379,1918.589,38699.9995
23.03.2022 02:17:00.000 GMT+0100,1918.589,1918.728,1918.329,1918.699,32719.9996
23.03.2022 02:18:00.000 GMT+0100,1918.679,1918.748,1918.408,1918.408,24800.0007
23.03.2022 02:19:00.000 GMT+0100,1918.408,1918.748,1918.158,1918.248,14750.0001
23.03.2022 02:20:00.000 GMT+0100,1918.248,1918.408,1918.188,1918.318,9180.0001
23.03.2022 02:21:00.000 GMT+0100,1918.318,1918.538,1918.128,1918.428,10979.9998
23.03.2022 02:22:00.000 GMT+0100,1918.418,1918.678,1918.338,1918.418,16650.0006
23.03.2022 02:23:00.000 GMT+0100,1918.448,1918.628,1918.228,1918.568,8639.9997
23.03.2022 02:24:00.000 GMT+0100,1918.548,1918.548,1918.218,1918.308,9180.0001
23.03.2022 02:25:00.000 GMT+0100,1918.338,1919.078,1918.338,1919.058,17279.9993
23.03.2022 02:26:00.000 GMT+0100,1919.078,1919.318,1919.078,1919.258,13229.9997
23.03.2022 02:27:00.000 GMT+0100,1919.178,1919.418,1918.818,1918.818,22409.9997
23.03.2022 02:28:00.000 GMT+0100,1918.848,1919.058,1918.738,1919.008,17610.0004
23.03.2022 02:29:00.000 GMT+0100,1919.008,1919.078,1918.598,1918.788,13530.0001
23.03.2022 02:30:00.000 GMT+0100,1918.818,1918.818,1918.428,1918.708,18090.0004
23.03.2022 02:31:00.000 GMT+0100,1918.678,1918.948,1918.358,1918.908,22590.0002
23.03.2022 02:32:00.000 GMT+0100,1918.878,1919.538,1918.768,1919.398,30239.9993
23.03.2022 02:33:00.000 GMT+0100,1919.338,1919.608,1919.198,1919.478,24030
23.03.2022 02:34:00.000 GMT+0100,1919.478,1920.218,1919.408,1920.158,29430.0001
23.03.2022 02:35:00.000 GMT+0100,1920.148,1920.178,1919.768,1919.988,21840.0005
23.03.2022 02:36:00.000 GMT+0100,1919.958,1920.268,1919.918,1920.128,16960.0006
23.03.2022 02:37:00.000 GMT+0100,1920.128,1920.288,1919.998,1920.228,19179.9998
23.03.2022 02:38:00.000 GMT+0100,1920.238,1920.238,1919.899,1919.899,15100.0004
23.03.2022 02:39:00.000 GMT+0100,1919.918,1919.978,1919.528,1919.548,14770.0002
23.03.2022 02:40:00.000 GMT+0100,1919.528,1919.558,1919.188,1919.208,10660.0001
23.03.2022 02:41:00.000 GMT+0100,1919.208,1919.558,1919.078,1919.538,18130.0007
23.03.2022 02:42:00.000 GMT+0100,1919.488,1919.828,1919.478,1919.728,9780
23.03.2022 02:43:00.000 GMT+0100,1919.738,1920.048,1919.598,1920.028,9720.0004
23.03.2022 02:44:00.000 GMT+0100,1919.988,1920.458,1919.988,1920.398,10049.9997
23.03.2022 02:45:00.000 GMT+0100,1920.388,1920.678,1920.388,1920.528,12090.0003
23.03.2022 02:46:00.000 GMT+0100,1920.448,1920.558,1919.988,1920.508,16739.9999
23.03.2022 02:47:00.000 GMT+0100,1920.538,1920.648,1920.298,1920.598,13860.0003
23.03.2022 02:48:00.000 GMT+0100,1920.548,1920.648,1920.038,1920.168,15040
23.03.2022 02:49:00.000 GMT+0100,1920.168,1920.558,1920.158,1920.558,6180
23.03.2022 02:50:00.000 GMT+0100,1920.528,1920.578,1920.348,1920.448,10560.0003
23.03.2022 02:51:00.000 GMT+0100,1920.448,1921.188,1920.358,1920.958,14849.9999
23.03.2022 02:52:00.000 GMT+0100,1920.918,1920.998,1920.568,1920.878,8990
23.03.2022 02:53:00.000 GMT+0100,1921.018,1921.188,1920.798,1920.863,20899.9999
23.03.2022 02:54:00.000 GMT+0100,1920.858,1920.878,1920.578,1920.658,20630.0002
23.03.2022 02:55:00.000 GMT+0100,1920.658,1920.888,1920.598,1920.763,23690.0002
23.03.2022 02:56:00.000 GMT+0100,1920.773,1920.773,1920.548,1920.553,17950.0002
23.03.2022 02:57:00.000 GMT+0100,1920.568,1920.583,1919.838,1920.125,20899.9999
23.03.2022 02:58:00.000 GMT+0100,1920.125,1920.125,1919.758,1920.028,33020.0009
23.03.2022 02:59:00.000 GMT+0100,1920.028,1920.133,1919.878,1920.103,16960.0006
23.03.2022 03:00:00.000 GMT+0100,1920.213,1920.468,1919.978,1920.028,16170.0007
23.03.2022 03:01:00.000 GMT+0100,1920.138,1920.158,1919.718,1919.738,10379.9999
23.03.2022 03:02:00.000 GMT+0100,1919.708,1919.968,1919.708,1919.938,10979.9998
23.03.2022 03:03:00.000 GMT+0100,1919.958,1919.978,1919.678,1919.943,13559.9999
23.03.2022 03:04:00.000 GMT+0100,1919.958,1920.568,1919.888,1920.418,22840.0007
23.03.2022 03:05:00.000 GMT+0100,1920.418,1920.958,1920.288,1920.768,20430.0005
23.03.2022 03:06:00.000 GMT+0100,1920.758,1920.988,1920.653,1920.973,18820.0008
23.03.2022 03:07:00.000 GMT+0100,1920.953,1921.858,1920.948,1921.858,25250.0009
23.03.2022 03:08:00.000 GMT+0100,1921.853,1921.958,1921.473,1921.563,15680.0002
23.03.2022 03:09:00.000 GMT+0100,1921.583,1922.278,1921.558,1922.153,26230
23.03.2022 03:10:00.000 GMT+0100,1922.168,1922.368,1921.848,1922.058,20670.0005
23.03.2022 03:11:00.000 GMT+0100,1922.098,1922.118,1921.748,1921.988,21409.9996
23.03.2022 03:12:00.000 GMT+0100,1921.978,1922.188,1921.883,1922.043,31179.9999
23.03.2022 03:13:00.000 GMT+0100,1921.993,1922.278,1921.953,1922.273,17340.0007
23.03.2022 03:14:00.000 GMT+0100,1922.278,1922.373,1922.098,1922.333,31039.9998
23.03.2022 03:15:00.000 GMT+0100,1922.333,1922.528,1922.088,1922.518,28049.9998
23.03.2022 03:16:00.000 GMT+0100,1922.538,1922.618,1922.245,1922.245,10169.9997
23.03.2022 03:17:00.000 GMT+0100,1922.245,1922.618,1922.058,1922.538,12910
23.03.2022 03:18:00.000 GMT+0100,1922.543,1922.618,1922.168,1922.468,10259.9999
23.03.2022 03:19:00.000 GMT+0100,1922.418,1922.788,1922.288,1922.718,11280.0002
23.03.2022 03:20:00.000 GMT+0100,1922.768,1922.898,1922.538,1922.858,9270.0003
23.03.2022 03:21:00.000 GMT+0100,1922.883,1922.938,1922.418,1922.538,45320.0005
23.03.2022 03:22:00.000 GMT+0100,1922.538,1922.588,1922.053,1922.153,62290.0017
23.03.2022 03:23:00.000 GMT+0100,1922.093,1922.193,1921.619,1921.798,28279.9993
23.03.2022 03:24:00.000 GMT+0100,1921.748,1922.018,1921.618,1922.018,17470.0003
23.03.2022 03:25:00.000 GMT+0100,1922.008,1922.138,1921.843,1921.878,8279.9997
23.03.2022 03:26:00.000 GMT+0100,1921.853,1921.933,1921.623,1921.768,9720.0004
23.03.2022 03:27:00.000 GMT+0100,1921.693,1921.923,1921.643,1921.853,7379.9998
23.03.2022 03:28:00.000 GMT+0100,1921.848,1922.113,1921.758,1921.978,10440.0003
23.03.2022 03:29:00.000 GMT+0100,1921.963,1922.143,1921.898,1921.998,12780.0005
23.03.2022 03:30:00.000 GMT+0100,1921.968,1922.398,1921.948,1922.398,14870.0001
23.03.2022 03:31:00.000 GMT+0100,1922.398,1922.708,1922.258,1922.573,13469.9997
23.03.2022 03:32:00.000 GMT+0100,1922.638,1922.998,1922.458,1922.868,17670
23.03.2022 03:33:00.000 GMT+0100,1922.868,1923.528,1922.848,1923.378,24890
23.03.2022 03:34:00.000 GMT+0100,1923.398,1923.438,1922.848,1922.948,22069.9999
23.03.2022 03:35:00.000 GMT+0100,1922.998,1923.138,1922.818,1922.908,14220.0002
23.03.2022 03:36:00.000 GMT+0100,1922.918,1923.098,1922.848,1922.978,8310.0004
23.03.2022 03:37:00.000 GMT+0100,1923.058,1923.268,1923.008,1923.038,10590.0001
23.03.2022 03:38:00.000 GMT+0100,1923.018,1923.128,1922.958,1923.108,12210.0003
23.03.2022 03:39:00.000 GMT+0100,1923.128,1923.323,1923.078,1923.288,8010
23.03.2022 03:40:00.000 GMT+0100,1923.238,1923.338,1923.188,1923.338,7739.9998
23.03.2022 03:41:00.000 GMT+0100,1923.328,1923.353,1923.063,1923.063,8849.9999
23.03.2022 03:42:00.000 GMT+0100,1923.093,1923.353,1922.923,1923.353,9899.9999
23.03.2022 03:43:00.000 GMT+0100,1923.353,1923.353,1923.053,1923.153,12889.9999
23.03.2022 03:44:00.000 GMT+0100,1923.153,1923.368,1923.048,1923.183,24150.0009
23.03.2022 03:45:00.000 GMT+0100,1923.173,1923.253,1922.848,1923.118,23240
23.03.2022 03:46:00.000 GMT+0100,1923.098,1923.318,1922.988,1923.128,11880.0001
23.03.2022 03:47:00.000 GMT+0100,1923.128,1923.338,1923.048,1923.248,14039.9998
23.03.2022 03:48:00.000 GMT+0100,1923.268,1923.438,1923.248,1923.428,6930.0001
23.03.2022 03:49:00.000 GMT+0100,1923.418,1923.918,1923.418,1923.708,11239.9999
23.03.2022 03:50:00.000 GMT+0100,1923.768,1923.938,1923.598,1923.738,8860.0004
23.03.2022 03:51:00.000 GMT+0100,1923.758,1923.798,1923.453,1923.453,15080.0003
23.03.2022 03:52:00.000 GMT+0100,1923.548,1923.858,1923.548,1923.653,15930.0007
23.03.2022 03:53:00.000 GMT+0100,1923.658,1923.708,1923.553,1923.708,8740.0004
23.03.2022 03:54:00.000 GMT+0100,1923.708,1923.918,1923.653,1923.818,13310.0003
23.03.2022 03:55:00.000 GMT+0100,1923.848,1923.893,1923.318,1923.328,16380.0009
23.03.2022 03:56:00.000 GMT+0100,1923.328,1923.508,1923.028,1923.228,13439.9999
23.03.2022 03:57:00.000 GMT+0100,1923.228,1923.298,1922.988,1923.148,15780
23.03.2022 03:58:00.000 GMT+0100,1923.138,1923.238,1922.778,1923.008,17039.9994
23.03.2022 03:59:00.000 GMT+0100,1923.008,1923.238,1922.928,1923.068,9239.9996
23.03.2022 04:00:00.000 GMT+0100,1923.028,1923.718,1922.998,1923.208,13840.0001
23.03.2022 04:01:00.000 GMT+0100,1923.188,1923.848,1923.168,1923.748,9899.9999
23.03.2022 04:02:00.000 GMT+0100,1923.748,1923.878,1923.518,1923.728,10259.9999
23.03.2022 04:03:00.000 GMT+0100,1923.728,1923.798,1923.698,1923.788,5040.0002
23.03.2022 04:04:00.000 GMT+0100,1923.748,1923.748,1923.238,1923.238,8999.9996
23.03.2022 04:05:00.000 GMT+0100,1923.268,1923.608,1923.248,1923.498,11250.0004
23.03.2022 04:06:00.000 GMT+0100,1923.468,1923.618,1923.398,1923.608,8100.0002
23.03.2022 04:07:00.000 GMT+0100,1923.688,1923.908,1923.478,1923.648,12749.9998
23.03.2022 04:08:00.000 GMT+0100,1923.638,1923.638,1923.228,1923.288,8609.9999
23.03.2022 04:09:00.000 GMT+0100,1923.298,1923.668,1923.188,1923.658,12960
23.03.2022 04:10:00.000 GMT+0100,1923.628,1923.868,1923.178,1923.418,16090
23.03.2022 04:11:00.000 GMT+0100,1923.388,1923.825,1923.388,1923.815,33519.9982
23.03.2022 04:12:00.000 GMT+0100,1923.815,1924.223,1923.608,1923.988,25520.0006
23.03.2022 04:13:00.000 GMT+0100,1923.988,1924.109,1923.988,1924.058,16839.9997
23.03.2022 04:14:00.000 GMT+0100,1924.103,1924.175,1923.769,1923.769,12079.9998
23.03.2022 04:15:00.000 GMT+0100,1923.808,1923.883,1923.578,1923.638,11250.0004
23.03.2022 04:16:00.000 GMT+0100,1923.753,1924.028,1923.753,1923.888,12020.0003
23.03.2022 04:17:00.000 GMT+0100,1923.858,1924.038,1923.758,1923.838,14039.9998
23.03.2022 04:18:00.000 GMT+0100,1923.838,1923.888,1923.563,1923.638,13260.0004
23.03.2022 04:19:00.000 GMT+0100,1923.638,1923.958,1923.628,1923.858,9300
23.03.2022 04:20:00.000 GMT+0100,1923.858,1924.228,1923.858,1924.193,14550.0004
23.03.2022 04:21:00.000 GMT+0100,1924.248,1924.248,1923.668,1923.818,19090.0005
23.03.2022 04:22:00.000 GMT+0100,1923.838,1924.138,1923.838,1924.058,22549.9999
23.03.2022 04:23:00.000 GMT+0100,1924.098,1924.168,1923.898,1924.098,22560.0004
23.03.2022 04:24:00.000 GMT+0100,1924.128,1924.178,1923.598,1923.758,24219.9991
23.03.2022 04:25:00.000 GMT+0100,1923.768,1923.838,1923.603,1923.688,15639.9999
23.03.2022 04:26:00.000 GMT+0100,1923.688,1923.733,1923.248,1923.353,18419.9996
23.03.2022 04:27:00.000 GMT+0100,1923.318,1923.483,1923.303,1923.393,5580.0001
23.03.2022 04:28:00.000 GMT+0100,1923.388,1923.473,1923.093,1923.123,26310.0006
23.03.2022 04:29:00.000 GMT+0100,1923.123,1923.258,1923.008,1923.023,20039.9999
23.03.2022 04:30:00.000 GMT+0100,1923.033,1923.035,1922.688,1923.035,14670.0004
23.03.2022 04:31:00.000 GMT+0100,1923.035,1923.035,1922.248,1922.393,17740
23.03.2022 04:32:00.000 GMT+0100,1922.259,1922.813,1922.258,1922.628,11099.9998
23.03.2022 04:33:00.000 GMT+0100,1922.628,1922.738,1922.608,1922.643,7770
23.03.2022 04:34:00.000 GMT+0100,1922.703,1922.843,1922.703,1922.843,7710
23.03.2022 04:35:00.000 GMT+0100,1922.853,1922.853,1922.618,1922.758,7439.9998
23.03.2022 04:36:00.000 GMT+0100,1922.853,1922.933,1922.713,1922.913,6149.9998
23.03.2022 04:37:00.000 GMT+0100,1922.923,1922.933,1922.658,1922.738,5909.9998
23.03.2022 04:38:00.000 GMT+0100,1922.718,1922.738,1922.288,1922.488,7079.9999
23.03.2022 04:39:00.000 GMT+0100,1922.393,1922.528,1922.288,1922.428,4499.9998
23.03.2022 04:40:00.000 GMT+0100,1922.428,1922.498,1922.283,1922.358,10859.9998
23.03.2022 04:41:00.000 GMT+0100,1922.358,1922.463,1922.348,1922.418,5100.0002
23.03.2022 04:42:00.000 GMT+0100,1922.418,1922.588,1922.358,1922.568,6600
23.03.2022 04:43:00.000 GMT+0100,1922.558,1922.898,1922.558,1922.678,9630.0002
23.03.2022 04:44:00.000 GMT+0100,1922.678,1922.848,1922.528,1922.528,12330.0003
23.03.2022 04:45:00.000 GMT+0100,1922.528,1922.628,1922.408,1922.408,6000.0001
23.03.2022 04:46:00.000 GMT+0100,1922.458,1922.618,1922.418,1922.593,6930.0001
23.03.2022 04:47:00.000 GMT+0100,1922.578,1922.578,1922.333,1922.443,4139.9999
23.03.2022 04:48:00.000 GMT+0100,1922.423,1922.463,1922.128,1922.433,16109.9993
23.03.2022 04:49:00.000 GMT+0100,1922.433,1922.433,1922.278,1922.305,12869.9997
23.03.2022 04:50:00.000 GMT+0100,1922.305,1922.305,1922.028,1922.265,18009.9998
23.03.2022 04:51:00.000 GMT+0100,1922.265,1922.265,1921.718,1921.863,13190.0003
23.03.2022 04:52:00.000 GMT+0100,1921.863,1922.193,1921.673,1921.843,12720
23.03.2022 04:53:00.000 GMT+0100,1921.893,1921.963,1921.699,1921.828,13480.0002
23.03.2022 04:54:00.000 GMT+0100,1921.808,1921.918,1921.608,1921.838,8190.0004
23.03.2022 04:55:00.000 GMT+0100,1921.808,1921.828,1921.388,1921.538,16589.9992
23.03.2022 04:56:00.000 GMT+0100,1921.538,1921.708,1921.538,1921.678,5040.0002
23.03.2022 04:57:00.000 GMT+0100,1921.658,1921.668,1921.548,1921.648,3959.9999
23.03.2022 04:58:00.000 GMT+0100,1921.628,1921.818,1921.628,1921.798,5220.0002
23.03.2022 04:59:00.000 GMT+0100,1921.858,1921.898,1921.718,1921.718,5040.0002
23.03.2022 05:00:00.000 GMT+0100,1921.748,1922.138,1921.708,1921.988,7559.9998
23.03.2022 05:01:00.000 GMT+0100,1922.018,1922.258,1921.878,1922.208,8100.0002
23.03.2022 05:02:00.000 GMT+0100,1922.228,1922.298,1922.068,1922.078,4980.0002
23.03.2022 05:03:00.000 GMT+0100,1922.038,1922.288,1921.998,1922.268,7860.0002
23.03.2022 05:04:00.000 GMT+0100,1922.358,1922.358,1922.138,1922.138,3000
23.03.2022 05:05:00.000 GMT+0100,1922.138,1922.148,1922.138,1922.138,1320
23.03.2022 05:06:00.000 GMT+0100,1922.148,1922.153,1921.908,1921.908,8310.0004
23.03.2022 05:07:00.000 GMT+0100,1921.878,1921.878,1921.758,1921.758,10409.9996
23.03.2022 05:08:00.000 GMT+0100,1921.758,1921.845,1921.558,1921.593,29820.0008
23.03.2022 05:09:00.000 GMT+0100,1921.568,1921.633,1921.558,1921.603,4679.9998
23.03.2022 05:10:00.000 GMT+0100,1921.643,1921.758,1921.558,1921.658,10560.0003
23.03.2022 05:11:00.000 GMT+0100,1921.683,1921.688,1921.558,1921.558,6029.9998
23.03.2022 05:12:00.000 GMT+0100,1921.558,1921.558,1921.558,1921.558,1920
23.03.2022 05:13:00.000 GMT+0100,1921.558,1921.558,1921.348,1921.418,2460.0001
23.03.2022 05:14:00.000 GMT+0100,1921.543,1921.608,1921.408,1921.448,5460.0001
23.03.2022 05:15:00.000 GMT+0100,1921.468,1921.578,1921.448,1921.558,3300
23.03.2022 05:16:00.000 GMT+0100,1921.583,1921.678,1921.538,1921.538,6990.0001
23.03.2022 05:17:00.000 GMT+0100,1921.538,1921.708,1921.538,1921.548,3539.9999
23.03.2022 05:18:00.000 GMT+0100,1921.548,1921.548,1921.138,1921.323,10950
23.03.2022 05:19:00.000 GMT+0100,1921.303,1922.218,1921.263,1922.018,17459.9998
23.03.2022 05:20:00.000 GMT+0100,1921.998,1921.998,1921.739,1921.888,9270.0003
23.03.2022 05:21:00.000 GMT+0100,1921.878,1922.088,1921.878,1922.018,15960.0005
23.03.2022 05:22:00.000 GMT+0100,1922.018,1922.228,1921.868,1922.068,6750.0002
23.03.2022 05:23:00.000 GMT+0100,1922.078,1922.078,1921.788,1921.838,3910
23.03.2022 05:24:00.000 GMT+0100,1921.838,1921.968,1921.838,1921.878,3360
23.03.2022 05:25:00.000 GMT+0100,1921.838,1921.985,1921.838,1921.985,2790.0001
23.03.2022 05:26:00.000 GMT+0100,1921.985,1921.985,1921.955,1921.955,9730
23.03.2022 05:27:00.000 GMT+0100,1921.955,1921.955,1921.945,1921.945,21239.9997
23.03.2022 05:28:00.000 GMT+0100,1921.945,1921.945,1921.738,1921.738,6089.9998
23.03.2022 05:29:00.000 GMT+0100,1921.758,1921.758,1921.658,1921.688,1500
23.03.2022 05:30:00.000 GMT+0100,1921.688,1922.108,1921.688,1922.028,7689.9999
23.03.2022 05:31:00.000 GMT+0100,1922.088,1922.348,1921.918,1921.928,17430
23.03.2022 05:32:00.000 GMT+0100,1921.908,1921.948,1921.753,1921.808,26590.0008
23.03.2022 05:33:00.000 GMT+0100,1921.788,1921.868,1921.728,1921.848,18309.9993
23.03.2022 05:34:00.000 GMT+0100,1921.848,1921.918,1921.758,1921.828,13150
23.03.2022 05:35:00.000 GMT+0100,1921.958,1922.008,1921.798,1921.968,5640.0001
23.03.2022 05:36:00.000 GMT+0100,1921.968,1921.968,1921.938,1921.938,1650
23.03.2022 05:37:00.000 GMT+0100,1921.938,1921.958,1921.728,1921.958,6440.0001
23.03.2022 05:38:00.000 GMT+0100,1921.948,1922.038,1921.928,1922.013,10110.0001
23.03.2022 05:39:00.000 GMT+0100,1922.008,1922.153,1921.973,1922.083,11400.0002
23.03.2022 05:40:00.000 GMT+0100,1922.029,1922.029,1921.813,1921.843,11280.0002
23.03.2022 05:41:00.000 GMT+0100,1921.878,1921.988,1921.523,1921.778,36180.0008
23.03.2022 05:42:00.000 GMT+0100,1921.898,1922.168,1921.898,1922.148,4149.9999
23.03.2022 05:43:00.000 GMT+0100,1922.148,1922.178,1922.058,1922.058,4800.0002
23.03.2022 05:44:00.000 GMT+0100,1922.058,1922.208,1921.948,1922.208,10409.9996
23.03.2022 05:45:00.000 GMT+0100,1922.208,1922.253,1921.858,1921.878,9119.9996
23.03.2022 05:46:00.000 GMT+0100,1921.878,1921.948,1921.858,1921.948,5969.9998
23.03.2022 05:47:00.000 GMT+0100,1921.948,1921.948,1921.668,1921.718,5220.0002
23.03.2022 05:48:00.000 GMT+0100,1921.688,1921.798,1921.678,1921.708,4950
23.03.2022 05:49:00.000 GMT+0100,1921.758,1921.758,1921.618,1921.648,4079.9999
23.03.2022 05:50:00.000 GMT+0100,1921.718,1922.118,1921.718,1922.028,8039.9998
23.03.2022 05:51:00.000 GMT+0100,1922.028,1922.048,1921.908,1921.918,4800.0002
23.03.2022 05:52:00.000 GMT+0100,1921.918,1921.968,1921.858,1921.898,6540
23.03.2022 05:53:00.000 GMT+0100,1921.898,1921.948,1921.848,1921.948,2490.0001
23.03.2022 05:54:00.000 GMT+0100,1921.948,1922.038,1921.888,1921.908,10110.0001
23.03.2022 05:55:00.000 GMT+0100,1921.908,1922.018,1921.858,1921.938,6600
23.03.2022 05:56:00.000 GMT+0100,1921.948,1922.078,1921.948,1922.018,4530
23.03.2022 05:57:00.000 GMT+0100,1922.018,1922.348,1922.018,1922.283,7259.9999
23.03.2022 05:58:00.000 GMT+0100,1922.253,1922.448,1922.228,1922.238,9870.0002
23.03.2022 05:59:00.000 GMT+0100,1922.238,1922.318,1922.148,1922.255,8910.0003
23.03.2022 06:00:00.000 GMT+0100,1922.255,1922.255,1921.958,1921.958,41219.9982
23.03.2022 06:01:00.000 GMT+0100,1921.958,1922.258,1921.938,1922.053,8430.0004
23.03.2022 06:02:00.000 GMT+0100,1922.048,1922.078,1921.683,1921.733,12009.9997
23.03.2022 06:03:00.000 GMT+0100,1921.728,1921.753,1921.563,1921.563,6690.0002
23.03.2022 06:04:00.000 GMT+0100,1921.563,1921.563,1921.328,1921.463,2499.9999
23.03.2022 06:05:00.000 GMT+0100,1921.218,1921.473,1921.098,1921.158,9999.9998
23.03.2022 06:06:00.000 GMT+0100,1921.148,1921.158,1921.018,1921.098,12980.0001
23.03.2022 06:07:00.000 GMT+0100,1921.068,1921.068,1920.588,1920.908,20859.9996
